date,Mkt-RF,SMB,HML,RF
20170223,   -0.11,   -0.66,    0.25,   0.002
20170224,    0.15,    0.04,   -0.98,   0.002
20170227,    0.22,    0.82,   -0.33,   0.002
20170228,   -0.42,   -1.38,    0.16,   0.002
20170301,    1.47,    0.42,    0.77,   0.001
20170302,   -0.70,   -0.52,   -0.90,   0.001
20170303,    0.09,   -0.22,    0.14,   0.001
20170306,   -0.38,   -0.35,   -0.07,   0.001
20170307,   -0.36,   -0.29,   -0.06,   0.001
20170308,   -0.19,   -0.12,   -0.83,   0.001
20170309,    0.04,   -0.47,   -0.23,   0.001
20170310,    0.34,    0.09,   -0.49,   0.001
20170313,    0.13,    0.32,   -0.07,   0.001
20170314,   -0.36,   -0.23,   -0.01,   0.001
20170315,    0.86,    0.71,   -0.46,   0.001
20170316,   -0.06,    0.46,    0.22,   0.001
20170317,   -0.08,    0.64,   -0.34,   0.001
20170320,   -0.25,   -0.11,   -0.71,   0.001
20170321,   -1.48,   -1.34,   -0.71,   0.001
20170322,    0.16,   -0.30,   -0.57,   0.001
20170323,   -0.03,    0.69,    0.49,   0.001
20170324,   -0.05,    0.13,   -0.19,   0.001
20170327,   -0.05,    0.55,   -0.50,   0.001
20170328,    0.72,   -0.15,    0.72,   0.001
20170329,    0.18,    0.38,   -0.09,   0.001
20170330,    0.36,    0.34,    0.92,   0.001
20170331,   -0.16,    0.58,   -0.32,   0.001
20170403,   -0.28,   -1.11,   -0.08,   0.003
20170404,    0.05,   -0.23,    0.32,   0.003
20170405,   -0.44,   -0.80,   -0.30,   0.003
20170406,    0.32,    0.67,    0.48,   0.003
20170407,   -0.08,    0.12,   -0.26,   0.003
20170410,    0.08,    0.10,    0.07,   0.003
20170411,   -0.05,    0.80,    0.22,   0.003
20170412,   -0.49,   -0.84,   -0.54,   0.003
20170413,   -0.75,   -0.24,   -0.81,   0.003
20170417,    0.89,    0.24,    0.23,   0.003
20170418,   -0.25,    0.37,   -0.19,   0.003
20170419,   -0.08,    0.59,   -0.44,   0.003
20170420,    0.83,    0.54,    0.25,   0.003
20170421,   -0.28,    0.11,   -0.15,   0.003
20170424,    1.18,    0.18,    0.49,   0.003
20170425,    0.65,    0.37,   -0.07,   0.003
20170426,    0.04,    0.71,    0.32,   0.003
20170427,    0.05,   -0.13,   -0.98,   0.003
20170428,   -0.30,   -0.70,   -0.60,   0.003
20170501,    0.21,    0.26,   -0.12,   0.003
20170502,    0.03,   -0.47,   -0.21,   0.003
20170503,   -0.19,   -0.55,    0.22,   0.003
20170504,    0.02,   -0.06,   -0.36,   0.003
20170505,    0.46,    0.08,    0.00,   0.003
20170508,   -0.04,   -0.25,    0.26,   0.003
20170509,   -0.05,    0.50,   -0.81,   0.003
20170510,    0.20,    0.19,    0.02,   0.003
20170511,   -0.26,   -0.39,   -0.15,   0.003
20170512,   -0.18,   -0.30,   -0.61,   0.003
20170515,    0.53,    0.26,    0.21,   0.003
20170516,   -0.03,    0.14,   -0.09,   0.003
20170517,   -1.97,   -0.86,   -0.60,   0.003
20170518,    0.40,    0.05,   -0.39,   0.003
20170519,    0.70,   -0.37,    0.40,   0.003
20170522,    0.56,    0.29,   -0.30,   0.003
20170523,    0.18,   -0.10,    0.65,   0.003
20170524,    0.24,   -0.13,   -0.46,   0.003
20170525,    0.42,   -0.28,   -0.75,   0.003
20170526,    0.06,   -0.03,    0.10,   0.003
20170530,   -0.19,   -0.49,   -0.35,   0.003
20170531,   -0.02,    0.04,   -0.53,   0.003
20170601,    0.95,    1.01,    0.04,   0.003
20170602,    0.35,    0.58,   -0.76,   0.003
20170605,   -0.17,   -0.46,   -0.04,   0.003
20170606,   -0.28,    0.09,   -0.02,   0.003
20170607,    0.15,   -0.17,   -0.04,   0.003
20170608,    0.18,    1.14,    0.93,   0.003
20170609,   -0.12,    0.04,    2.44,   0.003
20170612,   -0.11,   -0.25,    0.33,   0.003
20170613,    0.55,    0.09,   -0.14,   0.003
20170614,   -0.17,   -0.47,   -0.52,   0.003
20170615,   -0.30,   -0.24,   -0.10,   0.003
20170616,   -0.03,   -0.22,   -0.15,   0.003
20170619,    0.86,    0.11,   -0.75,   0.003
20170620,   -0.73,   -0.40,   -0.48,   0.003
20170621,   -0.07,   -0.06,   -1.67,   0.003
20170622,    0.02,    0.51,   -0.40,   0.003
20170623,    0.24,    0.82,   -0.49,   0.003
20170626,    0.04,   -0.03,    0.70,   0.003
20170627,   -0.85,   -0.39,    1.34,   0.003
20170628,    1.02,    0.75,    0.21,   0.003
20170629,   -0.83,   -0.13,    1.37,   0.003
20170630,    0.14,   -0.09,   -0.29,   0.003
20170703,    0.24,    0.35,    1.20,   0.004
20170705,    0.12,   -0.68,   -0.58,   0.004
20170706,   -0.95,   -0.51,    0.12,   0.004
20170707,    0.70,    0.43,   -0.41,   0.004
20170710,    0.05,   -0.45,   -0.07,   0.004
20170711,    0.00,    0.36,   -0.55,   0.004
20170712,    0.72,    0.13,   -0.52,   0.004
20170713,    0.17,   -0.09,    0.38,   0.004
20170714,    0.42,   -0.12,   -0.51,   0.004
20170717,    0.00,    0.21,    0.11,   0.004
20170718,    0.04,   -0.30,   -0.30,   0.004
20170719,    0.59,    0.52,    0.03,   0.004
20170720,   -0.01,    0.06,   -0.04,   0.004
20170721,   -0.08,   -0.41,   -0.24,   0.004
20170724,   -0.03,    0.10,   -0.18,   0.004
20170725,    0.38,    0.36,    0.95,   0.004
20170726,   -0.06,   -0.34,   -0.74,   0.004
20170727,   -0.14,   -0.65,    0.44,   0.004
20170728,   -0.17,   -0.03,    0.27,   0.004
20170731,   -0.11,   -0.36,    0.45,   0.004
20170801,    0.24,   -0.18,    0.15,   0.004
20170802,   -0.08,   -1.17,    0.15,   0.004
20170803,   -0.21,   -0.33,   -0.31,   0.004
20170804,    0.25,    0.30,    0.38,   0.004
20170807,    0.16,   -0.10,   -0.57,   0.004
20170808,   -0.24,   -0.06,    0.25,   0.004
20170809,   -0.14,   -0.76,   -0.06,   0.004
20170810,   -1.49,   -0.31,    0.26,   0.004
20170811,    0.19,    0.24,   -0.87,   0.004
20170814,    1.03,    0.29,    0.11,   0.004
20170815,   -0.11,   -0.85,   -0.02,   0.004
20170816,    0.18,   -0.13,   -0.44,   0.004
20170817,   -1.60,   -0.17,   -0.16,   0.004
20170818,   -0.15,    0.12,    0.24,   0.004
20170821,    0.06,   -0.24,   -0.22,   0.004
20170822,    1.06,   -0.02,   -0.24,   0.004
20170823,   -0.33,    0.09,    0.42,   0.004
20170824,   -0.14,    0.59,    0.17,   0.004
20170825,    0.18,    0.12,    0.55,   0.004
20170828,    0.08,    0.34,   -0.74,   0.004
20170829,    0.10,    0.13,   -0.39,   0.004
20170830,    0.53,    0.01,   -0.31,   0.004
20170831,    0.62,    0.48,   -0.43,   0.004
20170901,    0.27,    0.41,    0.40,   0.005
20170905,   -0.81,    0.08,   -0.98,   0.005
20170906,    0.28,   -0.06,    0.12,   0.005
20170907,   -0.07,    0.15,   -0.91,   0.005
20170908,   -0.16,    0.03,    0.39,   0.005
20170911,    1.08,   -0.11,    0.64,   0.005
20170912,    0.44,    0.24,    0.73,   0.005
20170913,    0.11,    0.30,    0.36,   0.005
20170914,   -0.12,   -0.04,   -0.07,   0.005
20170915,    0.19,    0.29,    0.14,   0.005
20170918,    0.24,    0.39,    0.20,   0.005
20170919,    0.15,   -0.29,    0.39,   0.005
20170920,    0.16,    0.22,    0.48,   0.005
20170921,   -0.28,    0.10,    0.37,   0.005
20170922,    0.12,    0.43,    0.11,   0.005
20170925,   -0.25,    0.31,    0.58,   0.005
20170926,    0.05,    0.38,    0.15,   0.005
20170927,    0.63,    1.39,    0.22,   0.005
20170928,    0.13,    0.18,   -0.05,   0.005
20170929,    0.35,   -0.13,   -0.26,   0.005
20171002,    0.50,    0.85,    0.13,   0.004
20171003,    0.26,   -0.04,   -0.04,   0.004
20171004,    0.05,   -0.27,   -0.45,   0.004
20171005,    0.55,   -0.34,    0.38,   0.004
20171006,   -0.08,   -0.06,   -0.25,   0.004
20171009,   -0.22,   -0.28,    0.00,   0.004
20171010,    0.24,   -0.01,    0.42,   0.004
20171011,    0.16,   -0.18,   -0.19,   0.004
20171012,   -0.18,    0.05,   -0.51,   0.004
20171013,    0.04,   -0.23,    0.15,   0.004
20171016,    0.17,   -0.28,    0.36,   0.004
20171017,    0.01,   -0.34,   -0.31,   0.004
20171018,    0.14,    0.30,    0.22,   0.004
20171019,    0.02,   -0.39,    0.16,   0.004
20171020,    0.57,   -0.09,    0.27,   0.004
20171023,   -0.45,   -0.44,    0.18,   0.004
20171024,    0.20,   -0.19,    0.49,   0.004
20171025,   -0.51,    0.01,    0.14,   0.004
20171026,    0.20,    0.03,    0.27,   0.004
20171027,    0.82,   -0.03,   -0.98,   0.004
20171030,   -0.46,   -0.80,   -0.03,   0.004
20171031,    0.23,    0.84,   -0.24,   0.004
20171101,    0.05,   -0.79,    0.08,   0.004
20171102,    0.06,   -0.01,    0.50,   0.004
20171103,    0.31,   -0.43,   -0.71,   0.004
20171106,    0.06,    0.22,    0.19,   0.004
20171107,   -0.20,   -1.36,   -0.40,   0.004
20171108,    0.12,    0.05,   -0.57,   0.004
20171109,   -0.41,   -0.03,    0.23,   0.004
20171110,    0.01,    0.07,   -0.42,   0.004
20171113,    0.09,   -0.30,    0.09,   0.004
20171114,   -0.22,   -0.11,    0.02,   0.004
20171115,   -0.52,   -0.04,    0.23,   0.004
20171116,    1.01,    0.85,   -0.55,   0.004
20171117,   -0.14,    0.75,    0.29,   0.004
20171120,    0.21,    0.56,    0.02,   0.004
20171121,    0.67,    0.42,   -0.33,   0.004
20171122,   -0.05,    0.10,   -0.08,   0.004
20171124,    0.21,    0.02,   -0.43,   0.004
20171127,   -0.06,   -0.36,    0.01,   0.004
20171128,    1.06,    0.39,    0.86,   0.004
20171129,    0.02,    0.05,    1.45,   0.004
20171130,    0.82,   -0.56,   -0.51,   0.004
20171201,   -0.22,   -0.37,    0.36,   0.004
20171204,   -0.10,   -0.34,    1.20,   0.004
20171205,   -0.43,   -0.46,   -0.22,   0.004
20171206,   -0.09,   -0.47,   -0.53,   0.004
20171207,    0.42,    0.26,   -0.20,   0.004
20171208,    0.51,   -0.46,   -0.13,   0.004
20171211,    0.26,   -0.42,   -0.16,   0.004
20171212,    0.07,   -0.52,    0.50,   0.004
20171213,    0.02,    0.72,   -0.89,   0.004
20171214,   -0.47,   -0.69,   -0.21,   0.004
20171215,    0.92,    0.68,    0.04,   0.004
20171218,    0.67,    0.74,    0.26,   0.004
20171219,   -0.30,   -0.37,   -0.24,   0.004
20171220,    0.01,    0.35,    0.05,   0.004
20171221,    0.24,    0.26,    0.63,   0.004
20171222,   -0.07,   -0.21,   -0.21,   0.004
20171226,   -0.07,    0.32,   -0.08,   0.004
20171227,    0.05,   -0.13,   -0.19,   0.004
20171228,    0.22,    0.12,    0.05,   0.004
20171229,   -0.57,   -0.30,    0.01,   0.004
20180102,    0.85,    0.35,   -0.23,   0.005
20180103,    0.59,   -0.38,   -0.18,   0.005
20180104,    0.42,   -0.27,    0.23,   0.005
20180105,    0.66,   -0.35,   -0.25,   0.005
20180108,    0.19,   -0.15,    0.04,   0.005
20180109,    0.15,   -0.35,   -0.04,   0.005
20180110,   -0.07,    0.06,    0.56,   0.005
20180111,    0.87,    1.14,    0.30,   0.005
20180112,    0.66,   -0.32,    0.16,   0.005
20180116,   -0.49,   -1.03,    0.00,   0.005
20180117,    0.95,   -0.03,   -0.10,   0.005
20180118,   -0.18,   -0.50,   -0.25,   0.005
20180119,    0.57,    0.93,   -0.06,   0.005
20180122,    0.77,   -0.35,   -0.16,   0.005
20180123,    0.22,    0.14,   -0.35,   0.005
20180124,   -0.13,   -0.84,    0.44,   0.005
20180125,    0.07,    0.17,   -0.50,   0.005
20180126,    1.11,   -0.62,   -0.52,   0.005
20180129,   -0.62,   -0.04,   -0.28,   0.005
20180130,   -1.06,    0.14,   -0.22,   0.005
20180131,   -0.07,   -0.74,    0.12,   0.005
20180201,    0.03,    0.08,    0.54,   0.006
20180202,   -2.13,    0.04,   -0.28,   0.006
20180205,   -4.03,    0.79,   -0.58,   0.006
20180206,    1.67,   -0.51,   -0.17,   0.006
20180207,   -0.37,    0.53,    0.20,   0.006
20180208,   -3.68,    0.79,    0.50,   0.006
20180209,    1.36,   -0.60,    0.14,   0.006
20180212,    1.36,   -0.45,   -0.28,   0.006
20180213,    0.31,    0.08,   -0.24,   0.006
20180214,    1.52,    0.25,    0.48,   0.006
20180215,    1.22,   -0.14,   -0.63,   0.006
20180216,    0.03,    0.35,    0.15,   0.006
20180220,   -0.62,   -0.35,   -0.23,   0.006
20180221,   -0.43,    0.78,    0.21,   0.006
20180222,    0.01,    0.04,   -0.42,   0.006
20180223,    1.54,   -0.37,   -0.14,   0.006
20180226,    1.12,   -0.50,   -0.05,   0.006
20180227,   -1.25,   -0.20,    0.02,   0.006
20180228,   -1.10,   -0.41,   -0.30,   0.006
20180301,   -1.19,    1.01,   -0.03,   0.006
20180302,    0.70,    1.17,   -0.48,   0.006
20180305,    1.06,   -0.38,    0.24,   0.006
20180306,    0.36,    0.68,    0.11,   0.006
20180307,    0.05,    0.79,   -0.43,   0.006
20180308,    0.37,   -0.48,   -0.35,   0.006
20180309,    1.70,   -0.26,    0.27,   0.006
20180312,   -0.09,    0.47,   -0.07,   0.006
20180313,   -0.67,    0.09,    0.02,   0.006
20180314,   -0.53,    0.24,   -0.56,   0.006
20180315,   -0.18,   -0.38,    0.32,   0.006
20180316,    0.25,    0.46,    0.16,   0.006
20180319,   -1.38,    0.34,    0.40,   0.006
20180320,    0.15,   -0.07,   -0.36,   0.006
20180321,   -0.06,    0.75,    0.45,   0.006
20180322,   -2.54,    0.51,   -0.48,   0.006
20180323,   -2.09,    0.22,   -0.22,   0.006
20180326,    2.67,   -0.68,    0.02,   0.006
20180327,   -1.87,   -0.22,    0.36,   0.006
20180328,   -0.35,    0.12,    0.63,   0.006
20180329,    1.41,   -0.31,   -0.22,   0.006
20180402,   -2.29,   -0.14,    0.37,   0.007
20180403,    1.24,   -0.05,    0.18,   0.007
20180404,    1.17,    0.33,   -0.31,   0.007
20180405,    0.75,    0.03,    0.47,   0.007
20180406,   -2.19,    0.39,   -0.06,   0.007
20180409,    0.30,   -0.14,   -0.51,   0.007
20180410,    1.77,    0.40,   -0.12,   0.007
20180411,   -0.49,    0.92,   -0.31,   0.007
20180412,    0.84,   -0.22,    0.19,   0.007
20180413,   -0.37,    0.03,   -0.25,   0.007
20180416,    0.82,    0.08,   -0.03,   0.007
20180417,    1.09,    0.17,   -1.17,   0.007
20180418,    0.13,    0.22,    0.02,   0.007
20180419,   -0.49,   -0.47,    1.08,   0.007
20180420,   -0.81,    0.05,    0.58,   0.007
20180423,   -0.05,   -0.08,    0.18,   0.007
20180424,   -1.30,    0.52,    1.01,   0.007
20180425,    0.10,   -0.36,    0.04,   0.007
20180426,    0.96,   -0.39,   -0.84,   0.007
20180427,    0.01,   -0.25,    0.04,   0.007
20180430,   -0.80,    0.03,   -0.09,   0.007
20180501,    0.24,    0.24,   -0.52,   0.006
20180502,   -0.63,    1.29,   -0.35,   0.006
20180503,   -0.25,   -0.52,   -0.14,   0.006
20180504,    1.30,    0.03,   -0.19,   0.006
20180507,    0.42,    0.41,   -0.33,   0.006
20180508,    0.07,    0.50,    0.25,   0.006
20180509,    0.89,   -0.23,    0.25,   0.006
20180510,    0.85,   -0.43,   -0.04,   0.006
20180511,    0.19,    0.13,   -0.38,   0.006
20180514,    0.05,   -0.36,    0.11,   0.006
20180515,   -0.55,    0.67,    0.41,   0.006
20180516,    0.49,    0.70,   -0.26,   0.006
20180517,    0.02,    0.89,    0.28,   0.006
20180518,   -0.23,    0.58,   -0.61,   0.006
20180521,    0.72,   -0.20,    0.42,   0.006
20180522,   -0.42,   -0.76,    0.61,   0.006
20180523,    0.29,    0.06,   -0.69,   0.006
20180524,   -0.16,    0.37,   -0.35,   0.006
20180525,   -0.21,    0.26,   -0.39,   0.006
20180529,   -1.04,    1.33,   -1.02,   0.006
20180530,    1.31,    0.05,    0.37,   0.006
20180531,   -0.70,    0.09,   -0.41,   0.006
20180601,    1.06,   -0.23,   -0.11,   0.006
20180604,    0.48,    0.16,   -0.46,   0.006
20180605,    0.17,    0.83,   -0.44,   0.006
20180606,    0.86,   -0.33,    0.20,   0.006
20180607,   -0.14,   -0.30,    0.93,   0.006
20180608,    0.31,    0.08,   -0.41,   0.006
20180611,    0.12,    0.17,   -0.17,   0.006
20180612,    0.23,    0.23,   -0.63,   0.006
20180613,   -0.33,    0.08,   -0.19,   0.006
20180614,    0.27,    0.33,   -0.99,   0.006
20180615,   -0.08,    0.05,   -0.25,   0.006
20180618,   -0.09,    0.71,    0.07,   0.006
20180619,   -0.38,    0.56,   -0.14,   0.006
20180620,    0.23,    0.73,   -0.50,   0.006
20180621,   -0.73,   -0.63,    0.34,   0.006
20180622,    0.11,   -0.01,    0.46,   0.006
20180625,   -1.48,   -0.55,    0.56,   0.006
20180626,    0.27,    0.63,   -0.24,   0.006
20180627,   -1.02,   -1.00,    0.37,   0.006
20180628,    0.58,   -0.18,   -0.50,   0.006
20180629,    0.07,   -0.20,   -0.23,   0.006
20180702,    0.36,    0.43,   -0.25,   0.008
20180703,   -0.44,    0.81,   -0.02,   0.008
20180705,    0.87,    0.44,   -0.42,   0.008
20180706,    0.88,    0.05,   -0.31,   0.008
20180709,    0.93,   -0.41,    0.86,   0.008
20180710,    0.21,   -0.78,   -0.17,   0.008
20180711,   -0.69,   -0.03,   -0.46,   0.008
20180712,    0.86,   -0.35,   -1.14,   0.008
20180713,    0.08,   -0.12,   -0.30,   0.008
20180716,   -0.16,   -0.78,    0.97,   0.008
20180717,    0.48,    0.26,   -0.75,   0.008
20180718,    0.27,   -0.28,    0.67,   0.008
20180719,   -0.34,    0.96,   -0.36,   0.008
20180720,   -0.10,   -0.19,    0.12,   0.008
20180723,    0.15,   -0.30,    0.54,   0.008
20180724,    0.22,   -1.36,    0.38,   0.008
20180725,    0.83,   -0.43,   -1.06,   0.008
20180726,   -0.20,    0.63,    0.56,   0.008
20180727,   -0.82,   -1.38,    1.06,   0.008
20180730,   -0.70,   -0.21,    1.57,   0.008
20180731,    0.51,    0.85,   -1.11,   0.008
20180801,   -0.13,    0.04,   -0.19,   0.007
20180802,    0.67,    0.31,   -0.67,   0.007
20180803,    0.31,   -1.07,    0.51,   0.007
20180806,    0.46,    0.26,   -0.33,   0.007
20180807,    0.29,    0.03,   -0.16,   0.007
20180808,   -0.04,   -0.13,    0.26,   0.007
20180809,   -0.05,    0.37,   -0.36,   0.007
20180810,   -0.60,    0.39,   -0.21,   0.007
20180813,   -0.46,   -0.15,   -0.30,   0.007
20180814,    0.69,    0.30,    0.21,   0.007
20180815,   -0.91,   -0.54,   -0.12,   0.007
20180816,    0.86,   -0.06,    0.26,   0.007
20180817,    0.30,    0.09,    0.02,   0.007
20180820,    0.25,    0.12,    0.14,   0.007
20180821,    0.33,    0.91,    0.12,   0.007
20180822,    0.05,    0.37,   -0.35,   0.007
20180823,   -0.19,   -0.06,   -0.33,   0.007
20180824,    0.62,   -0.02,   -0.57,   0.007
20180827,    0.74,   -0.68,   -0.17,   0.007
20180828,   -0.01,   -0.12,   -0.28,   0.007
20180829,    0.56,   -0.04,   -0.57,   0.007
20180830,   -0.41,    0.29,   -0.42,   0.007
20180831,    0.08,    0.50,   -0.39,   0.007
20180904,   -0.11,   -0.37,    0.00,   0.008
20180905,   -0.41,   -0.18,    0.66,   0.008
20180906,   -0.44,   -0.35,   -0.24,   0.008
20180907,   -0.18,    0.10,   -0.21,   0.008
20180910,    0.23,    0.12,   -0.37,   0.008
20180911,    0.37,   -0.29,   -0.24,   0.008
20180912,    0.03,   -0.06,   -0.22,   0.008
20180913,    0.45,   -0.44,   -0.41,   0.008
20180914,    0.12,    0.26,    0.25,   0.008
20180917,   -0.71,   -0.45,    0.85,   0.008
20180918,    0.57,    0.05,   -0.48,   0.008
20180919,    0.06,   -0.66,    1.28,   0.008
20180920,    0.77,    0.30,   -0.22,   0.008
20180921,   -0.13,   -0.42,    0.30,   0.008
20180924,   -0.31,    0.06,   -0.91,   0.008
20180925,   -0.05,    0.28,   -0.38,   0.008
20180926,   -0.40,   -0.38,   -0.63,   0.008
20180927,    0.27,   -0.26,   -0.56,   0.008
20180928,   -0.03,    0.40,   -0.20,   0.008
20181001,    0.16,   -1.62,    0.34,   0.008
20181002,   -0.21,   -0.98,    0.60,   0.008
20181003,    0.20,    0.84,    0.50,   0.008
20181004,   -0.93,   -1.06,    1.57,   0.008
20181005,   -0.64,   -0.42,    0.39,   0.008
20181008,   -0.17,   -0.40,    1.22,   0.008
20181009,   -0.18,   -0.29,    0.28,   0.008
20181010,   -3.33,    0.29,    1.12,   0.008
20181011,   -1.96,    0.46,   -0.91,   0.008
20181012,    1.38,   -0.87,   -1.74,   0.008
20181015,   -0.48,    0.92,    0.52,   0.008
20181016,    2.24,    0.67,   -1.44,   0.008
20181017,   -0.08,   -0.68,    0.25,   0.008
20181018,   -1.54,   -0.54,    0.43,   0.008
20181019,   -0.25,   -1.33,    0.72,   0.008
20181022,   -0.38,    0.48,   -1.25,   0.008
20181023,   -0.62,   -0.09,   -0.41,   0.008
20181024,   -3.33,   -0.93,    0.77,   0.008
20181025,    1.93,    0.41,   -0.59,   0.008
20181026,   -1.65,    0.57,    0.35,   0.008
20181029,   -0.77,   -0.32,    1.61,   0.008
20181030,    1.66,    0.42,    0.07,   0.008
20181031,    1.22,   -0.66,   -0.73,   0.008
20181101,    1.29,    1.35,   -1.14,   0.008
20181102,   -0.53,    0.80,    0.67,   0.008
20181105,    0.40,   -1.01,    1.56,   0.008
20181106,    0.58,   -0.16,    0.02,   0.008
20181107,    2.11,   -0.33,   -1.06,   0.008
20181108,   -0.28,   -0.25,    0.25,   0.008
20181109,   -1.04,   -0.86,    0.42,   0.008
20181112,   -2.06,    0.01,    0.85,   0.008
20181113,   -0.13,   -0.11,    0.16,   0.008
20181114,   -0.77,    0.03,   -0.29,   0.008
20181115,    1.18,    0.36,   -0.40,   0.008
20181116,    0.15,    0.01,   -0.07,   0.008
20181119,   -1.88,   -0.73,    2.30,   0.008
20181120,   -1.85,    0.14,   -0.54,   0.008
20181121,    0.51,    0.99,   -0.33,   0.008
20181123,   -0.55,    0.83,   -0.60,   0.008
20181126,    1.62,   -0.66,   -0.20,   0.008
20181127,    0.11,   -1.09,    0.26,   0.008
20181128,    2.42,    0.45,   -1.17,   0.008
20181129,   -0.22,   -0.11,   -0.10,   0.008
20181130,    0.78,   -0.33,   -0.43,   0.008
20181203,    1.13,   -0.04,   -0.80,   0.010
20181204,   -3.45,   -0.97,   -0.21,   0.010
20181206,   -0.16,    0.13,   -1.05,   0.010
20181207,   -2.36,    0.21,    1.33,   0.010
20181210,    0.10,   -0.11,   -1.62,   0.010
20181211,   -0.08,   -0.06,   -0.42,   0.010
20181212,    0.68,    0.58,   -0.18,   0.010
20181213,   -0.26,   -1.51,   -0.19,   0.010
20181214,   -1.89,   -0.07,    0.50,   0.010
20181217,   -2.13,   -0.26,    1.08,   0.010
20181218,   -0.03,    0.02,   -0.61,   0.010
20181219,   -1.58,   -0.62,    0.02,   0.010
20181220,   -1.62,   -0.29,    0.97,   0.010
20181221,   -2.17,   -0.55,    0.77,   0.010
20181224,   -2.55,    1.00,   -0.48,   0.010
20181226,    5.06,   -0.06,   -1.02,   0.010
20181227,    0.78,   -0.67,   -0.14,   0.010
20181228,   -0.03,    0.77,    0.26,   0.010
20181231,    0.90,   -0.10,   -0.46,   0.010
20190102,    0.23,    0.60,    1.13,   0.010
20190103,   -2.45,    0.36,    1.20,   0.010
20190104,    3.55,    0.41,   -0.70,   0.010
20190107,    0.94,    1.01,   -0.74,   0.010
20190108,    1.01,    0.52,   -0.63,   0.010
20190109,    0.56,    0.46,    0.10,   0.010
20190110,    0.42,    0.03,   -0.46,   0.010
20190111,   -0.01,    0.13,    0.22,   0.010
20190114,   -0.60,   -0.60,    0.94,   0.010
20190115,    1.06,    0.00,   -0.88,   0.010
20190116,    0.28,    0.03,    0.92,   0.010
20190117,    0.75,    0.11,   -0.24,   0.010
20190118,    1.29,   -0.37,    0.11,   0.010
20190122,   -1.53,   -0.41,    0.32,   0.010
20190123,    0.15,   -0.39,   -0.14,   0.010
20190124,    0.23,    0.44,    0.00,   0.010
20190125,    0.90,    0.47,   -0.35,   0.010
20190128,   -0.80,   -0.17,    0.62,   0.010
20190129,   -0.19,   -0.01,    0.17,   0.010
20190130,    1.51,   -0.15,   -0.94,   0.010
20190131,    0.92,    0.12,   -1.08,   0.010
20190201,    0.14,   -0.14,    0.42,   0.010
20190204,    0.72,    0.49,   -0.45,   0.010
20190205,    0.43,   -0.08,   -0.60,   0.010
20190206,   -0.22,   -0.02,    0.06,   0.010
20190207,   -0.93,   -0.14,    0.39,   0.010
20190208,    0.09,    0.05,   -0.68,   0.010
20190211,    0.14,    0.66,    0.22,   0.010
20190212,    1.36,    0.02,   -0.17,   0.010
20190213,    0.28,    0.06,    0.07,   0.010
20190214,   -0.21,    0.52,   -0.58,   0.010
20190215,    1.13,    0.26,    0.48,   0.010
20190219,    0.19,    0.28,    0.28,   0.010
20190220,    0.19,    0.22,    0.56,   0.010
20190221,   -0.37,   -0.07,   -0.23,   0.010
20190222,    0.65,    0.55,   -1.47,   0.010
20190225,    0.15,   -0.26,   -0.18,   0.010
20190226,   -0.16,   -0.63,   -0.32,   0.010
20190227,    0.09,    0.20,   -0.12,   0.010
20190228,   -0.31,    0.01,   -0.25,   0.010
20190301,    0.72,    0.29,   -0.41,   0.009
20190304,   -0.52,   -0.40,    0.39,   0.009
20190305,   -0.17,   -0.31,   -0.23,   0.009
20190306,   -0.84,   -1.27,    0.05,   0.009
20190307,   -0.82,   -0.07,   -0.34,   0.009
20190308,   -0.22,    0.05,   -0.14,   0.009
20190311,    1.49,    0.36,   -0.52,   0.009
20190312,    0.25,   -0.27,   -0.08,   0.009
20190313,    0.68,   -0.31,    0.08,   0.009
20190314,   -0.10,   -0.40,    0.31,   0.009
20190315,    0.48,   -0.25,   -0.24,   0.009
20190318,    0.46,    0.16,    0.44,   0.009
20190319,   -0.09,   -0.38,   -0.90,   0.009
20190320,   -0.39,    0.03,   -1.03,   0.009
20190321,    1.11,    0.30,   -1.22,   0.009
20190322,   -2.17,   -1.51,   -0.06,   0.009
20190325,   -0.05,    0.66,   -0.27,   0.009
20190326,    0.76,    0.17,    0.46,   0.009
20190327,   -0.50,    0.10,    0.50,   0.009
20190328,    0.40,    0.34,    0.02,   0.009
20190329,    0.66,   -0.22,   -0.91,   0.009
20190401,    1.19,   -0.30,    0.98,   0.010
20190402,   -0.05,   -0.12,   -0.44,   0.010
20190403,    0.27,    0.23,   -0.39,   0.010
20190404,    0.19,    0.21,    0.93,   0.010
20190405,    0.52,    0.54,   -0.08,   0.010
20190408,    0.08,   -0.29,    0.10,   0.010
20190409,   -0.65,   -0.56,   -0.14,   0.010
20190410,    0.48,    0.97,   -0.10,   0.010
20190411,    0.00,   -0.32,    0.40,   0.010
20190412,    0.65,   -0.50,    0.64,   0.010
20190415,   -0.09,   -0.22,   -0.53,   0.010
20190416,    0.13,    0.12,    0.70,   0.010
20190417,   -0.32,   -0.70,    0.84,   0.010
20190418,    0.11,   -0.25,   -0.51,   0.010
20190422,    0.11,   -0.45,   -0.55,   0.010
20190423,    0.97,    0.72,   -0.48,   0.010
20190424,   -0.23,    0.27,   -0.07,   0.010
20190425,   -0.14,   -0.75,   -0.19,   0.010
20190426,    0.53,    0.43,    0.07,   0.010
20190429,    0.18,    0.08,    0.65,   0.010
